full_ph,ph1_product_type,ph2_product_area,ph3_article_group,ph4_product_profit_centre,ph5_article_sub_group,prod_hier_text_de,prod_hier_text_en,profit_centre,reference_material_no,profit_centre_text_de,profit_centre_text_en,reference_prod_hierarchy,reporting_prod_category,reference_prod_hier_text_de,reference_prod_hier_text_en,reporting_prod_grp1,reporting_prod_grp1_text_de,reporting_prod_grp1_text_en,reporting_prod_grp2,reporting_prod_grp2_text_de,reporting_prod_grp2_text_en,reporting_prod_grp3,reporting_prod_grp3_text_de,reporting_prod_grp3_text_en,reporting_prod_grp4,reporting_prod_grp4_text_de,reporting_prod_grp4_text_en
101013131,10,10,13,131,,Bügelmaschinen,Rotary ironers,131,50517256,Bügelmaschinen                          ,Rotary ironers                          ,                    ,015,SDA,SDA,115,BU SDA,BU SDA,235,SDA Geräte,SDA Appliances,347,Bügelmaschinen,SDA Ironing,429,Bügelmaschinen,Rotary ironers
101013131111,10,10,13,131,111,Bügelmaschinen,Rotary ironers,131,50517257,Bügelmaschinen                          ,Rotary ironers                          ,                    ,015,SDA,SDA,115,BU SDA,BU SDA,235,SDA Geräte,SDA Appliances,347,Bügelmaschinen,SDA Ironing,429,Bügelmaschinen,Rotary ironers
101013131611,10,10,13,131,611,Sonstige Bügelgeräte,Miscellaneous ironers,131,50517258,Sonstige Bügelgeräte                    ,Miscellaneous ironers                   ,                    ,015,SDA,SDA,115,BU SDA,BU SDA,235,SDA Geräte,SDA Appliances,347,Bügelmaschinen,SDA Ironing,429,Bügelmaschinen,Rotary ironers
101013131711,10,10,13,131,711,Zusätz.Ausstattung Bügelgeräte,Machine options - ironers,131,50517259,Zusätz.Ausstattung Bügelgeräte          ,Machine options - ironers               ,                    ,015,SDA,SDA,115,BU SDA,BU SDA,235,SDA Geräte,SDA Appliances,347,Bügelmaschinen,SDA Ironing,429,Bügelmaschinen,Rotary ironers
101013131911,10,10,13,131,911,Nachlässe Bügelgeräte,Discounts - ironers and finishers,131,50517260,Nachlässe Bügelgeräte                   ,Discounts - ironers and finishers       ,                    ,015,SDA,SDA,115,BU SDA,BU SDA,235,SDA Geräte,SDA Appliances,347,Bügelmaschinen,SDA Ironing,429,Bügelmaschinen,Rotary ironers
101013132,10,10,13,132,,Dampfbügelsysteme,Steam ironing systems,132,50517261,Dampfbügelsysteme                       ,Steam ironing systems                   ,                    ,015,SDA,SDA,115,BU SDA,BU SDA,235,SDA Geräte,SDA Appliances,347,Bügelmaschinen,SDA Ironing,430,Dampfbügelsysteme,Steam ironing systems
101013132211,10,10,13,132,211,Dampfbügelsysteme,Steam ironing systems,132,50517262,Dampfbügelsysteme                       ,Steam ironing systems                   ,                    ,015,SDA,SDA,115,BU SDA,BU SDA,235,SDA Geräte,SDA Appliances,347,Bügelmaschinen,SDA Ironing,430,Dampfbügelsysteme,Steam ironing systems
101020,10,10,20,,,Dialoggarer,Dialog ovens,940,50518893,Dialoggarer                             ,Dialog ovens                            ,                    ,005,MDA Einbaugeräte,MDA built-in,113,BU Kochen,BU Cooking,233,Kochen Geräte,Cooking Appliances,334,Herde/Backöfen,Ovens,406,Dialoggarer,Dialog ovens
101020220,10,10,20,220,,Dialoggarer,Dialog ovens,220,50518894,Dialoggarer                             ,Dialog ovens                            ,                    ,005,MDA Einbaugeräte,MDA built-in,113,BU Kochen,BU Cooking,233,Kochen Geräte,Cooking Appliances,334,Herde/Backöfen,Ovens,406,Dialoggarer,Dialog ovens
101020220111,10,10,20,220,111,Dialoggarer 60 cm,Dialog ovens 60 cm,220,50518895,Dialoggarer 60 cm                       ,Dialog ovens 60 cm                      ,                    ,005,MDA Einbaugeräte,MDA built-in,113,BU Kochen,BU Cooking,233,Kochen Geräte,Cooking Appliances,334,Herde/Backöfen,Ovens,406,Dialoggarer,Dialog ovens
101020220711,10,10,20,220,711,Zusätz.Ausstattung Dialoggarer,Machine options - Dialog ovens,220,50518896,Zusätz.Ausstattung Dialoggarer          ,Machine options - Dialog ovens          ,                    ,005,MDA Einbaugeräte,MDA built-in,113,BU Kochen,BU Cooking,233,Kochen Geräte,Cooking Appliances,334,Herde/Backöfen,Ovens,406,Dialoggarer,Dialog ovens
101020220911,10,10,20,220,911,Nachlässe Dialoggarer,Discounts - Dialog ovens,220,50518897,Nachlässe Dialoggarer                   ,Discounts - Dialog ovens                ,                    ,005,MDA Einbaugeräte,MDA built-in,113,BU Kochen,BU Cooking,233,Kochen Geräte,Cooking Appliances,334,Herde/Backöfen,Ovens,406,Dialoggarer,Dialog ovens
101021,10,10,21,,,Geschirrspüler,Dishwashers,940,50519974,Geschirrspüler                          ,Dishwasher                              ,                    ,005,MDA Einbaugeräte,MDA built-in,112,BU Geschirrspülen,BU Dishwashing,232,Geschirrspülen Geräte,Dishwashing Appliances,341,Geschirrspülen (Einbau),Dishwashing Built-in,423,Geschirrspüler (Einbau),Dishwashers built-in
101021216,10,10,21,216,,Geschirrspüler (Stand),Dishwashers (freestanding),216,50517264,Geschirrspüler (Stand)                  ,Dishwashers (freestanding)              ,                    ,010,MDA Standgeräte,MDA freestanding,112,BU Geschirrspülen,BU Dishwashing,232,Geschirrspülen Geräte,Dishwashing Appliances,342,Geschirrspülen (Stand),Dishwashing Freestanding,424,Geschirrspüler (Stand),Dishwashers freestanding
101021216111,10,10,21,216,111,Stand-Geschirrspüler 45 cm,Freestanding dishwashers 45 cm,216,50517265,Stand-Geschirrspüler 45 cm              ,Freestanding dishwashers 45 cm          ,                    ,010,MDA Standgeräte,MDA freestanding,112,BU Geschirrspülen,BU Dishwashing,232,Geschirrspülen Geräte,Dishwashing Appliances,342,Geschirrspülen (Stand),Dishwashing Freestanding,424,Geschirrspüler (Stand),Dishwashers freestanding
101021216131,10,10,21,216,131,Stand-Geschirrspüler 60 cm,Freestanding dishwashers 60 cm,216,50517266,Stand-Geschirrspüler 60 cm              ,Freestanding dishwashers 60 cm          ,                    ,010,MDA Standgeräte,MDA freestanding,112,BU Geschirrspülen,BU Dishwashing,232,Geschirrspülen Geräte,Dishwashing Appliances,342,Geschirrspülen (Stand),Dishwashing Freestanding,424,Geschirrspüler (Stand),Dishwashers freestanding
101021216211,10,10,21,216,211,Unterbau-Geschirrspüler 45 cm,Built-under dishwashers 45 cm,216,50517267,Unterbau-Geschirrspüler 45 cm           ,Built-under dishwashers 45 cm           ,                    ,010,MDA Standgeräte,MDA freestanding,112,BU Geschirrspülen,BU Dishwashing,232,Geschirrspülen Geräte,Dishwashing Appliances,342,Geschirrspülen (Stand),Dishwashing Freestanding,424,Geschirrspüler (Stand),Dishwashers freestanding
101021216231,10,10,21,216,231,Unterbau-Geschirrspüler 60 cm,Built-under dishwashers 60 cm,216,50517268,Unterbau-Geschirrspüler 60 cm           ,Built-under dishwashers 60 cm           ,                    ,010,MDA Standgeräte,MDA freestanding,112,BU Geschirrspülen,BU Dishwashing,232,Geschirrspülen Geräte,Dishwashing Appliances,342,Geschirrspülen (Stand),Dishwashing Freestanding,424,Geschirrspüler (Stand),Dishwashers freestanding
101021217,10,10,21,217,,Geschirrspüler (Einbau),Dishwashers (built-in),217,50517269,Geschirrspüler (Einbau)                 ,Dishwashers (built-in)                  ,                    ,005,MDA Einbaugeräte,MDA built-in,112,BU Geschirrspülen,BU Dishwashing,232,Geschirrspülen Geräte,Dishwashing Appliances,341,Geschirrspülen (Einbau),Dishwashing Built-in,423,Geschirrspüler (Einbau),Dishwashers built-in
101021217311,10,10,21,217,311,Integrierte Geschirrspüler 45 cm,Integrated dishwashers 45 cm,217,50517270,Integrierte Geschirrspüler 45 cm        ,Integrated dishwashers 45 cm            ,                    ,005,MDA Einbaugeräte,MDA built-in,112,BU Geschirrspülen,BU Dishwashing,232,Geschirrspülen Geräte,Dishwashing Appliances,341,Geschirrspülen (Einbau),Dishwashing Built-in,423,Geschirrspüler (Einbau),Dishwashers built-in
101021217321,10,10,21,217,321,Integrierte Geschirrspüler 55 cm,Integrated dishwashers 55 cm,217,50517271,Integrierte Geschirrspüler 55 cm        ,Integrated dishwashers 55 cm            ,                    ,005,MDA Einbaugeräte,MDA built-in,112,BU Geschirrspülen,BU Dishwashing,232,Geschirrspülen Geräte,Dishwashing Appliances,341,Geschirrspülen (Einbau),Dishwashing Built-in,423,Geschirrspüler (Einbau),Dishwashers built-in
101021217331,10,10,21,217,331,Integrierte Geschirrspüler 60 cm,Integrated dishwashers 60 cm,217,50517272,Integrierte Geschirrspüler 60 cm        ,Integrated dishwashers 60 cm            ,                    ,005,MDA Einbaugeräte,MDA built-in,112,BU Geschirrspülen,BU Dishwashing,232,Geschirrspülen Geräte,Dishwashing Appliances,341,Geschirrspülen (Einbau),Dishwashing Built-in,423,Geschirrspüler (Einbau),Dishwashers built-in
101021217411,10,10,21,217,411,Vollintegrierte Geschirrspüler 45 cm,Fully integrated dishwashers 45 cm,217,50517273,Vollintegrierte Geschirrspüler 45 cm    ,Fully integrated dishwashers 45 cm      ,                    ,005,MDA Einbaugeräte,MDA built-in,112,BU Geschirrspülen,BU Dishwashing,232,Geschirrspülen Geräte,Dishwashing Appliances,341,Geschirrspülen (Einbau),Dishwashing Built-in,423,Geschirrspüler (Einbau),Dishwashers built-in
101021217421,10,10,21,217,421,Vollintegrierte Geschirrspüler 55 cm,Fully integrated dishwashers 55 cm,217,50517274,Vollintegrierte Geschirrspüler 55 cm    ,Fully integrated dishwashers 55 cm      ,                    ,005,MDA Einbaugeräte,MDA built-in,112,BU Geschirrspülen,BU Dishwashing,232,Geschirrspülen Geräte,Dishwashing Appliances,341,Geschirrspülen (Einbau),Dishwashing Built-in,423,Geschirrspüler (Einbau),Dishwashers built-in
101021217431,10,10,21,217,431,Vollintegrierte Geschirrspüler 60 cm,Fully integrated dishwashers 60 cm,217,50517275,Vollintegrierte Geschirrspüler 60 cm    ,Fully integrated dishwashers 60 cm      ,                    ,005,MDA Einbaugeräte,MDA built-in,112,BU Geschirrspülen,BU Dishwashing,232,Geschirrspülen Geräte,Dishwashing Appliances,341,Geschirrspülen (Einbau),Dishwashing Built-in,423,Geschirrspüler (Einbau),Dishwashers built-in
101021217611,10,10,21,217,611,Sonstige Geschirrspüler,Miscellaneous dishwashers,217,50517276,Sonstige Geschirrspüler                 ,Miscellaneous dishwashers               ,                    ,005,MDA Einbaugeräte,MDA built-in,112,BU Geschirrspülen,BU Dishwashing,232,Geschirrspülen Geräte,Dishwashing Appliances,341,Geschirrspülen (Einbau),Dishwashing Built-in,423,Geschirrspüler (Einbau),Dishwashers built-in
101021217700,10,10,21,217,700,Digitale Produkte Geschirrspüler,Digital products dishwashers,217,50519696,Digitale Produkte Geschirrspüler        ,Digital products dishwashers            ,                    ,005,MDA Einbaugeräte,MDA built-in,112,BU Geschirrspülen,BU Dishwashing,232,Geschirrspülen Geräte,Dishwashing Appliances,341,Geschirrspülen (Einbau),Dishwashing Built-in,423,Geschirrspüler (Einbau),Dishwashers built-in
101021217711,10,10,21,217,711,Zusätz.Ausstattung Geschirrspüler,Machine options - Dishwashers,217,50517277,Zusätz.Ausstattung Geschirrspüler       ,Machine options - Dishwashers           ,                    ,005,MDA Einbaugeräte,MDA built-in,112,BU Geschirrspülen,BU Dishwashing,232,Geschirrspülen Geräte,Dishwashing Appliances,341,Geschirrspülen (Einbau),Dishwashing Built-in,423,Geschirrspüler (Einbau),Dishwashers built-in
101021217721,10,10,21,217,721,Wechselblenden,Modular fascias,217,50517278,Wechselblenden                          ,Modular fascias                         ,                    ,005,MDA Einbaugeräte,MDA built-in,112,BU Geschirrspülen,BU Dishwashing,232,Geschirrspülen Geräte,Dishwashing Appliances,341,Geschirrspülen (Einbau),Dishwashing Built-in,423,Geschirrspüler (Einbau),Dishwashers built-in
101021217911,10,10,21,217,911,Nachlässe Geschirrspüler,Discounts - Dishwashers,217,50517279,Nachlässe Geschirrspüler                ,Discounts - Dishwashers                 ,                    ,005,MDA Einbaugeräte,MDA built-in,112,BU Geschirrspülen,BU Dishwashing,232,Geschirrspülen Geräte,Dishwashing Appliances,341,Geschirrspülen (Einbau),Dishwashing Built-in,423,Geschirrspüler (Einbau),Dishwashers built-in
101022,10,10,22,,,Herde / Backöfen / Range Cooker,Ovens / Range cookers,940,50517280,Herde / Backöfen / Range Cooker         ,Ovens / Range cookers                   ,                    ,005,MDA Einbaugeräte,MDA built-in,113,BU Kochen,BU Cooking,233,Kochen Geräte,Cooking Appliances,334,Herde/Backöfen,Ovens,407,Herde/Backöfen,Ovens
101022227,10,10,22,227,,Herde / Backöfen,Ovens,227,50517281,Herde / Backöfen                        ,Ovens                                   ,                    ,005,MDA Einbaugeräte,MDA built-in,113,BU Kochen,BU Cooking,233,Kochen Geräte,Cooking Appliances,334,Herde/Backöfen,Ovens,407,Herde/Backöfen,Ovens
101022227111,10,10,22,227,111,Herde,Ovens,227,50517282,Herde                                   ,Ovens                                   ,                    ,005,MDA Einbaugeräte,MDA built-in,113,BU Kochen,BU Cooking,233,Kochen Geräte,Cooking Appliances,334,Herde/Backöfen,Ovens,407,Herde/Backöfen,Ovens
101022227211,10,10,22,227,211,Backöfen bis 60 cm Breite,Ovens <= 60 cm,227,50517283,Backöfen bis 60 cm Breite               ,Ovens <= 60 cm                          ,                    ,005,MDA Einbaugeräte,MDA built-in,113,BU Kochen,BU Cooking,233,Kochen Geräte,Cooking Appliances,334,Herde/Backöfen,Ovens,407,Herde/Backöfen,Ovens
101022227212,10,10,22,227,212,Backöfen über 60 cm Breite,Ovens > 60 cm,227,50517284,Backöfen über 60 cm Breite              ,Ovens > 60 cm                           ,                    ,005,MDA Einbaugeräte,MDA built-in,113,BU Kochen,BU Cooking,233,Kochen Geräte,Cooking Appliances,334,Herde/Backöfen,Ovens,407,Herde/Backöfen,Ovens
101022227221,10,10,22,227,221,Kompakt-Backöfen ohne Mikrowelle,Compact ovens without microwave,227,50517285,Kompakt-Backöfen ohne Mikrowelle        ,Compact ovens without microwave         ,                    ,005,MDA Einbaugeräte,MDA built-in,113,BU Kochen,BU Cooking,233,Kochen Geräte,Cooking Appliances,334,Herde/Backöfen,Ovens,407,Herde/Backöfen,Ovens
101022227232,10,10,22,227,232,Kompakt-Backöfen mit Mikrowelle 60 cm,Compact ovens with microwave 60 cm,227,50519697,Kompakt-Backöfen mit Mikrowelle 60 cm   ,Compact ovens with microwave 60 cm      ,                    ,005,MDA Einbaugeräte,MDA built-in,113,BU Kochen,BU Cooking,233,Kochen Geräte,Cooking Appliances,334,Herde/Backöfen,Ovens,407,Herde/Backöfen,Ovens
101022227233,10,10,22,227,233,Kompakt-Backöfen mit Mikrowelle 30 Zoll,Compact ovens with microwave 30 in,227,50519698,Kompakt-Backöfen mit Mikrowelle 30 Zoll ,Compact ovens with microwave 30 in      ,                    ,005,MDA Einbaugeräte,MDA built-in,113,BU Kochen,BU Cooking,233,Kochen Geräte,Cooking Appliances,334,Herde/Backöfen,Ovens,407,Herde/Backöfen,Ovens
101022227241,10,10,22,227,241,Doppel-Backöfen,Double ovens,227,50517287,Doppel-Backöfen                         ,Double ovens                            ,                    ,005,MDA Einbaugeräte,MDA built-in,113,BU Kochen,BU Cooking,233,Kochen Geräte,Cooking Appliances,334,Herde/Backöfen,Ovens,407,Herde/Backöfen,Ovens
101022227251,10,10,22,227,251,"Dampfbacköfen 60 cm, Emaille-Garraum","Combi steam ovens 60cm, enamel cavity",227,50519752,"Dampfbacköfen 60 cm, Emaille-Garraum","Combi steam ovens 60cm, enamel cavity   ",                    ,005,MDA Einbaugeräte,MDA built-in,113,BU Kochen,BU Cooking,233,Kochen Geräte,Cooking Appliances,334,Herde/Backöfen,Ovens,407,Herde/Backöfen,Ovens
101022227611,10,10,22,227,611,Sonstige Herde/Backöfen,Miscellaneous ovens,227,50517290,Sonstige Herde/Backöfen                 ,Miscellaneous ovens                     ,                    ,005,MDA Einbaugeräte,MDA built-in,113,BU Kochen,BU Cooking,233,Kochen Geräte,Cooking Appliances,334,Herde/Backöfen,Ovens,407,Herde/Backöfen,Ovens
101022227700,10,10,22,227,700,Digitale Produkte Herde/Backöfen,Digital products ovens,227,50519699,Digitale Produkte Herde/Backöfen        ,Digital products ovens                  ,                    ,005,MDA Einbaugeräte,MDA built-in,113,BU Kochen,BU Cooking,233,Kochen Geräte,Cooking Appliances,334,Herde/Backöfen,Ovens,407,Herde/Backöfen,Ovens
101022227711,10,10,22,227,711,Zusätz.Ausstattung Herde/Backöfen,Machine options - Ovens,227,50517291,Zusätz.Ausstattung Herde/Backöfen       ,Machine options - Ovens                 ,                    ,005,MDA Einbaugeräte,MDA built-in,113,BU Kochen,BU Cooking,233,Kochen Geräte,Cooking Appliances,334,Herde/Backöfen,Ovens,407,Herde/Backöfen,Ovens
101022227911,10,10,22,227,911,Nachlässe Herde/Backöfen,Discounts - Ovens,227,50517292,Nachlässe Herde/Backöfen                ,Discounts - Ovens                       ,                    ,005,MDA Einbaugeräte,MDA built-in,113,BU Kochen,BU Cooking,233,Kochen Geräte,Cooking Appliances,334,Herde/Backöfen,Ovens,407,Herde/Backöfen,Ovens
101022228,10,10,22,228,,Range Cooker,Range cookers,228,50517293,Range Cooker                            ,Range cookers                           ,                    ,005,MDA Einbaugeräte,MDA built-in,113,BU Kochen,BU Cooking,233,Kochen Geräte,Cooking Appliances,334,Herde/Backöfen,Ovens,408,Range Cooker,Range cookers
101022228303,10,10,22,228,303,Range Cooker 30 Zoll,Range cooker 30 inch,228,50518049,Range Cooker 30 Zoll                    ,Range cooker 30 inch                    ,                    ,005,MDA Einbaugeräte,MDA built-in,113,BU Kochen,BU Cooking,233,Kochen Geräte,Cooking Appliances,334,Herde/Backöfen,Ovens,408,Range Cooker,Range cookers
101022228306,10,10,22,228,306,Range Cooker 36 Zoll,Range cooker 36 inch,228,50518050,Range Cooker 36 Zoll                    ,Range cooker 36 inch                    ,                    ,005,MDA Einbaugeräte,MDA built-in,113,BU Kochen,BU Cooking,233,Kochen Geräte,Cooking Appliances,334,Herde/Backöfen,Ovens,408,Range Cooker,Range cookers
101022228312,10,10,22,228,312,Range Cooker 48 Zoll,Range cooker 48 inch,228,50517295,Range Cooker 48 Zoll                    ,Range cooker 48 inch                    ,                    ,005,MDA Einbaugeräte,MDA built-in,113,BU Kochen,BU Cooking,233,Kochen Geräte,Cooking Appliances,334,Herde/Backöfen,Ovens,408,Range Cooker,Range cookers
101022228711,10,10,22,228,711,Zusätz.Ausstattung Range Cooker,Machine options - Range cooker,228,50517296,Zusätz.Ausstattung Range Cooker         ,Machine options - Range cooker          ,                    ,005,MDA Einbaugeräte,MDA built-in,113,BU Kochen,BU Cooking,233,Kochen Geräte,Cooking Appliances,334,Herde/Backöfen,Ovens,408,Range Cooker,Range cookers
